Number Name Size Length Width Height OriginalFrameCount SettingFrameCount OriginalFrameRate SettingFrameRate Time
5367 0ba47c77-96fe-4930-b167-340e62ab851c.mp4 391491962 708.03 1920 1440 21240 708 30.0 1.0 0.68
5368 3eb0829f-6f33-46b6-b491-c6c53200de4b.mp4 483098961 703.19 1920 1440 21095 703 30.0 1.0 0.69
5369 23d27284-5421-4913-baba-b660fadd1920.mp4 7654454 20.87 1440 1080 626 20 30.0 1.0 0.27
5370 d4f2eac6-6e00-49fc-9be6-b9e3ebd1ca85.mp4 1364773655 1040.77 1920 1080 31223 1040 30.0 1.0 0.46
5371 ed11ed4a-fc40-443b-919f-3c4ec2001250.mp4 287171403 710.47 1920 1440 21314 710 30.0 1.0 0.72
5372 603ecf93-d2c1-4611-a690-76afd18935c8.mp4 955330126 1326.97 1920 1440 39809 1326 30.0 1.0 0.43
5373 316ad960-e087-4d33-ba02-08e83c20e199.mp4 2497629336 1586.17 1440 1080 47585 1586 30.0 1.0 0.72
5374 5f77b76b-24d9-4489-9561-861fc66a1917.mp4 553569449 2294.72 1440 1080 68841 2294 30.0 1.0 0.63
5375 624a6c0a-a4cb-4073-b501-48e4b6b679e4.mp4 564568323 1258.0 1920 1440 37740 1258 30.0 1.0 0.38
5376 8415643d-6afb-43b2-af9b-0733e0a8a51b.mp4 235583351 459.17 1920 1440 13775 459 30.0 1.0 0.37
5377 1b3c0015-a687-4237-abb5-cde1bfd1e85f.mp4 121966220 475.57 1440 1080 14267 475 30.0 1.0 0.29
5378 be462bcf-13ad-446a-8dfb-248cb2e3417a.mp4 651771208 1800.27 1920 1080 54008 1800 30.0 1.0 0.36
5379 ff7ecb2a-b5c5-47da-9591-83bde1657c7b.mp4 375159162 942.67 2560 1920 28280 942 30.0 1.0 0.44
5380 4988392c-5514-4ff0-9418-80b081985105.mp4 809511869 2494.33 1920 1440 74829 2494 30.0 1.0 0.39
5381 af43394e-d24c-40c2-b03a-f3cdff888370.mp4 465713670 1295.6 1920 1080 38868 1295 30.0 1.0 1.59
5382 d40be91b-85bb-4c47-ac18-52c4d044e3fc.mp4 5432264661 14718.83 1920 1080 441564 14718 30.0 1.0 0.44
5383 164e538c-6960-472e-8b8b-d381a5919a75.mp4 5558620705 1298.73 1920 1440 38961 1298 30.0 1.0 0.47
5384 877962f9-b6da-4efb-ba61-1665d052f13e.mp4 109140431 37.83 1920 1440 1134 37 30.0 1.0 0.51
5385 2c8d4cf5-2f9e-49b6-a9ea-76f25dffd9bf.mp4 4318013002 2753.87 1920 1440 82616 2753 30.0 1.0 0.47
5386 f324ccbc-bef5-4d68-9722-cc99bdaaa660.mp4 522827741 1986.57 1440 1080 59597 1986 30.0 1.0 0.63
5387 0696265e-aba2-401b-9316-c380c30c901e.mp4 398678580 1168.49 1920 1080 35054 1168 30.0 1.0 0.69
5388 598e201d-42d8-4881-9c30-5c105a8d3b9a.mp4 53389548 113.53 1920 1440 3405 113 30.0 1.0 0.43
5389 777e247b-5a7e-4e7d-b304-a51cb4ed835d.mp4 194352677 905.8 2560 1920 27174 905 30.0 1.0 0.43
5390 8a594b1b-a49d-4511-ac5e-5b2dcc5075ff.mp4 349855819 1728.09 1920 1080 51842 1728 30.0 1.0 0.78
5391 1564dfb7-e1db-4883-9020-8d2af41b71b7.mp4 28925549 120.53 1440 1080 3615 120 30.0 1.0 0.56
5392 da57e430-cbfc-4ba4-86fd-b6dd2f28ed1a.mp4 441330315 1640.14 1920 1080 49204 1640 30.0 1.0 0.72
5393 ab7ed4f7-10ee-4ccb-bb21-4853c9018b1e.mp4 407046908 1320.96 1920 1440 39628 1320 30.0 1.0 0.72
5394 9add8384-32a2-45cc-9505-932338d26ada.mp4 6924856 45.47 2560 1920 1364 45 30.0 1.0 0.43
5395 11742bbe-b42c-49e6-8a12-7153c8cdd15e.mp4 1280993 48.09 1440 1080 1442 48 30.0 1.0 0.56
5396 42ea980f-aee7-4d86-aa57-f1f79f73e713.mp4 39183072 118.17 1920 1080 3545 118 30.0 1.0 0.39
5397 699b47de-9fc5-4b98-ba35-ecf79886a8db.mp4 960031383 2116.14 1440 1080 63484 2116 30.0 1.0 0.75
5398 8c1a91e3-dad4-41df-8786-671bee072a69.mp4 1034333278 1501.15 2880 1080 45034 1501 30.0 1.0 0.78
5399 0cee9109-939a-4121-99a9-086f293305a8.mp4 553631229 1211.87 1920 1080 36356 1211 30.0 1.0 0.68
5400 f362408a-1ef0-4766-9f73-cac3f663773f.mp4 245402117 708.03 1920 1440 21240 708 30.0 1.0 0.73
5401 40cfd08b-4dd7-4fbe-a10a-bb74c181942d.mp4 442492508 694.23 1440 1080 20826 694 30.0 1.0 0.30
5402 18e84829-901a-414d-8a2b-d1d2b3244db7.mp4 973772309 1800.13 1920 1080 54003 1800 30.0 1.0 0.72
5403 db171065-a8a9-49f7-bc56-66879d228b30.mp4 504739981 1861.73 1440 1080 55851 1861 30.0 1.0 0.65
5404 a23540b7-3588-48ad-b84a-1b5935db856a.mp4 1917597838 1957.89 1920 1440 58736 1957 30.0 1.0 0.72
5405 aa3092ba-94ee-4d64-93eb-cbbaa1bf94f1.mp4 572700231 1159.23 2560 1920 34776 1159 30.0 1.0 0.46
5406 362f038d-f556-456c-a9c2-eff131771daa.mp4 4271371 19.53 1440 1080 585 19 30.0 1.0 0.32
5407 bdab681e-1d1b-49f7-983a-92a563ae4dfd.mp4 836809052 1701.53 2560 1920 51045 1701 30.0 1.0 0.47
5408 25861043-4dc0-4902-ae1b-49291258890b.mp4 4885532457 1225.3 2560 1920 36759 1225 30.0 1.0 0.52
5409 3e057cdc-bf48-4090-81d6-b66bb18542e7.mp4 2032802512 17690.32 1440 1080 530709 17690 30.0 1.0 1.50
5410 d1d054f9-4998-4183-a196-ba4bd7e00dc1.mp4 1176447653 3383.49 1920 1080 101504 3383 30.0 1.0 0.81
5411 86343e9e-b932-41d3-ad6f-83f2c2fe5486.mp4 329269771 708.01 1920 1440 21240 708 30.0 1.0 0.66
5412 6e6c26d7-ad1c-484b-8a47-9bc7d2576d3a.mp4 1616820427 399.43 2560 1920 11982 399 30.0 1.0 0.59
5413 d9ebd625-4b42-4906-9f4e-da8a7dc93bc7.mp4 36162361 249.7 1440 1080 7491 249 30.0 1.0 0.55
5414 da6fa34f-d1bd-4a73-bfcd-3832f06b3ee9.mp4 96254120 337.43 1920 1440 10122 337 30.0 1.0 0.78
5415 985a9268-d70f-4185-ae34-5c50801a8072.mp4 1075283900 1043.87 2560 1920 31316 1043 30.0 1.0 0.47
5416 dea22d98-74d4-4977-a782-0e65c8b39d99.mp4 17410810 192.49 1440 1080 5774 192 30.0 1.0 0.52
5417 9f5253af-acc3-40ca-b8bf-7b931f875bd7.mp4 345449768 590.87 1920 1440 17726 590 30.0 1.0 0.72
5418 18edc157-d1d7-4ad6-bfb9-355c14560a65.mp4 287192918 266.8 1440 1080 8004 266 30.0 1.0 0.70
5419 2294d571-14ba-4693-9502-5f5f6276f160.mp4 585551523 531.57 2560 1920 15947 531 30.0 1.0 0.45
5420 7ff0900d-1bca-4aa7-aedd-ab0fb0a12371.mp4 177779533 1454.89 1920 1080 43646 1454 30.0 1.0 0.76
5421 e14bb000-250b-4f3d-aec6-e72d4f29d123.mp4 620441219 1646.64 1920 1080 49399 1646 30.0 1.0 0.65
5422 a82af40e-2318-42ea-9167-5cc8f8111de1.mp4 1929253898 1087.97 1920 1440 32639 1087 30.0 1.0 0.80
5423 62b7a234-9f80-49fd-92d4-4280e1d0f35f.mp4 140203041 471.9 1920 1440 14157 471 30.0 1.0 0.36
5424 7c3584ca-c6c7-41e8-a948-e6ff44d9e506.mp4 2874079406 3178.2 1440 1080 95346 3178 30.0 1.0 0.35
5425 10ab80d7-0eb7-4f35-935d-93a9531635d3.mp4 478365481 1403.87 1920 1440 42116 1403 30.0 1.0 0.76
5426 65a76574-ef3e-4aa0-b1b0-7df9e5f34296.mp4 198480396 373.77 1920 1080 11213 373 30.0 1.0 0.65
5427 7f3ca47e-2187-4f23-87f3-a57a71d1fa76.mp4 802383048 1926.65 1440 1080 57799 1926 30.0 1.0 0.65
5428 a9f9a0c2-921b-4a4e-9da4-9f24f394b250.mp4 23085280 35.57 2560 1920 1067 35 30.0 1.0 0.45
5429 eeba49b8-9ee8-494b-b730-eaad889e9625.mp4 543092534 1086.0 1920 1080 32580 1086 30.0 1.0 0.36
5430 43e0769f-1ca9-43fa-995a-6fb2bdc39bd7.mp4 110884017 300.6 2560 1920 9018 300 30.0 1.0 0.43
5431 9a72884e-c751-46ec-880f-df931da67cda.mp4 362084717 1646.87 1920 1440 49406 1646 30.0 1.0 0.35
5432 d08f7514-b428-48db-83c1-705ef6677528.mp4 248938544 1505.6 1440 1080 45168 1505 30.0 1.0 0.67
5433 4884c61e-a61b-4ba6-8071-4314c6c217b6.mp4 520311973 3799.5 1440 1080 113985 3799 30.0 1.0 0.34
5434 ff8a5283-bf6e-40ef-b662-c91216d24c0d.mp4 532628535 4589.52 1440 1080 137685 4589 30.0 1.0 0.75
5435 73f76400-a7fb-4482-b17c-1875b4a5d129.mp4 82786188 328.41 1440 1080 9852 328 30.0 1.0 0.62
5436 a68774cc-ee8a-47df-ab4d-f60ff1db970f.mp4 456511027 1020.51 1920 1080 30615 1020 30.0 1.0 1.08
5437 6afa1a33-5397-45ad-811a-30ca16ba173c.mp4 2350923333 536.1 2560 1920 16083 536 30.0 1.0 0.59
5438 adccfce5-4fbe-481a-81f1-dda873f19d4c.mp4 2738204 5.72 1920 1440 171 5 30.0 1.0 0.63
5439 ed8d28d1-5d1e-4370-a946-9c39fe5c679b.mp4 355585799 708.01 1920 1440 21240 708 30.0 1.0 0.72
5440 97540512-8d9d-4c0a-b3b1-885b4b1c40b2.mp4 565325833 1238.66 1920 1440 37159 1238 30.0 1.0 0.75
5441 b18345c9-47e7-44a7-9bd1-56c21fb4ef92.mp4 347014776 514.87 1920 1440 15446 514 30.0 1.0 0.37
5442 91e3e6ce-bc01-4720-a490-e319dd380509.mp4 687136356 2775.91 1440 1080 83277 2775 30.0 1.0 0.70
5443 828ef13f-f52a-4a16-b206-4ec7e471f025.mp4 607019763 1385.63 1920 1440 41568 1385 30.0 1.0 0.38
5444 6073bebd-0755-428d-a652-63efcdc4f4e5.mp4 341543232 708.03 1920 1440 21240 708 30.0 1.0 0.65
5445 e70f71e4-3040-4f5d-b864-a922a2c55f24.mp4 285017223 565.73 2560 1920 16971 565 30.0 1.0 0.44
5446 a54d5238-31c1-4dad-af0d-9ea535dfb5f4.mp4 421640594 690.03 2560 1920 20700 690 30.0 1.0 0.42
5447 7ccb476e-fa1e-4010-9e9b-a2ef06dc224d.mp4 514656228 1274.6 1920 1440 38238 1274 30.0 1.0 0.36
5448 b7022084-61ea-470f-b2cd-49be2ecaf3aa.mp4 668660529 1906.45 1920 1080 57193 1906 30.0 1.0 0.65
5449 5970d966-cbd4-4fc0-8590-bffc9935bf10.mp4 363534819 1644.21 1440 1080 49326 1644 30.0 1.0 0.63
5450 0b6fc89d-bf4b-44f3-82e7-67ee02517459.mp4 110849552 151.64 1920 1440 4549 151 30.0 1.0 0.71
5451 509cfdf6-1669-42a8-8f17-5bb5d102d600.mp4 1426572571 2874.4 2560 1920 86232 2874 30.0 1.0 0.48
5452 c85a2212-db93-4258-af1f-ba25d558d066.mp4 27085715 474.61 1440 1080 14238 474 30.0 1.0 0.56
5453 f5ecb86e-ab05-41e2-8775-cf18c0202616.mp4 120732158 841.58 1440 1080 25247 841 30.0 1.0 0.61
5454 40888d62-de32-4f19-b20a-d59c2aa1fdb1.mp4 234875310 743.9 1920 1440 22317 743 30.0 1.0 0.39
5455 0b38da1c-2b62-4c05-a68e-e8f2aafa47a8.mp4 972618424 1525.77 2560 1920 45773 1525 30.0 1.0 0.49
5456 21e9f88f-8567-44d0-98c6-83012e2686c6.mp4 1044723728 1750.0 2560 1920 52500 1750 30.0 1.0 0.44
5457 6e47c3bf-7a1d-4875-a407-07c851d15362.mp4 133326291 1059.09 1440 1080 31772 1059 30.0 1.0 0.59
5458 75141dec-d6b3-4e2e-a144-5a126abf7dac.mp4 472869848 888.53 1920 1080 26655 888 30.0 1.0 0.33
5459 62abef54-29ef-43ec-ba1d-43496d986e89.mp4 1837388901 3174.22 1440 1080 95226 3174 30.0 1.0 0.79
5460 bff1d1da-957f-42ea-8c98-61eaca98b5f1.mp4 291438583 1077.0 1440 1080 32310 1077 30.0 1.0 0.30
5461 61b2b03f-e9b9-47b5-87ca-7080d33a4d16.mp4 39285010 346.75 1440 1080 10402 346 30.0 1.0 0.56
5462 47bb1fd4-d41f-42b4-8d0c-29c4e9fdff9f.mp4 72280463 151.57 1440 1080 4547 151 30.0 1.0 0.33
5463 0edeb792-9373-4ff0-b5c9-58b24b3c87e1.mp4 187817198 600.77 1440 1080 18023 600 30.0 1.0 0.63
5464 2cfb2eec-ec7d-469f-bdc2-78e4d61ef209.mp4 643758232 1483.53 1920 1080 44505 1483 30.0 1.0 1.12
5465 bc31a74e-0c1f-499b-af02-80dad77ed163.mp4 446495899 1544.33 1440 1080 46329 1544 30.0 1.0 0.33
5466 a5a4777c-3874-478e-b183-69fc864d92d9.mp4 204700168 866.67 1440 1080 26000 866 30.0 1.0 0.61
5467 0c9b509a-f518-4758-a574-a293573c9d2f.mp4 1553025750 1188.87 1920 1440 35666 1188 30.0 1.0 0.45
5468 1a03645e-c9bd-406a-8a49-1f8731bcd062.mp4 75974350 88.97 1920 1440 2669 88 30.0 1.0 0.37
5469 f2b624fe-cc19-4ba5-a68d-a0646549cc04.mp4 808680667 315.83 2560 1920 9474 315 30.0 1.0 0.45
5470 e968dc56-5b8b-4858-948a-9ce9754e7133.mp4 4145203141 3288.67 2560 1920 98660 3288 30.0 1.0 0.52
5471 fe9e6f0c-9dab-4094-b6ab-f9afb23b504a.mp4 468379501 1489.0 1920 1080 44670 1489 30.0 1.0 0.35
5472 e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d.mp4 513030341 3735.3 1440 1080 112059 3735 30.0 1.0 0.66
5473 d69390cb-5af0-490f-9d4f-6a56cce4dff8.mp4 168053391 253.65 1920 1440 7609 253 30.0 1.0 0.67
5474 3c630fe7-c982-4789-a633-99d296763141.mp4 4216484 29.97 1440 1080 899 29 30.0 1.0 0.31
5475 cbdfde4a-d13d-4c4d-aa84-7db710c2fb1c.mp4 427841002 2711.13 1440 1080 81333 2711 30.0 1.0 0.63
5476 6a793116-6fc3-4706-9bbb-8ba2088ec8db.mp4 220418937 1327.98 1440 1080 39839 1327 30.0 1.0 0.61
5477 618ea0d8-4d8a-43d1-92b3-b55a6f85328c.mp4 29689010 296.0 1440 1080 8880 296 30.0 1.0 0.32
5478 9aae9762-96ab-4cde-a48e-3008cc3c9563.mp4 480259113 1324.54 1920 1080 39736 1324 30.0 1.0 0.66
5479 d2606d87-2a9b-48df-96b2-5df1a4457215.mp4 268841301 594.51 1920 1440 17835 594 30.0 1.0 0.66
5480 1626db26-0c74-43d6-a5c2-c1a8fa7b1429.mp4 2038308560 5945.9 1920 1080 178377 5945 30.0 1.0 0.40
5481 a48ae122-ff00-44d5-b373-5f70be477380.mp4 1328547694 1501.0 1440 2880 45030 1501 30.0 1.0 0.45
5482 ebbaec8e-2286-448d-90ac-1e4506431ef5.mp4 454341050 1471.36 1920 1080 44140 1471 30.0 1.0 0.69
5483 6c7abb81-3545-4798-bc17-67eac6deadb3.mp4 718854729 2628.43 1440 1080 78852 2628 30.0 1.0 0.36
5484 24960daf-1307-4136-9f2c-5971be7bf2ae.mp4 460849903 1587.96 1920 1080 47638 1587 30.0 1.0 0.66
5485 771c0ee1-06bd-470a-aacf-e8f425e80beb.mp4 224821936 701.7 1920 1080 21051 701 30.0 1.0 0.65
5486 80bffd56-1dbd-4433-b730-e76f4f09019c.mp4 115262881 248.11 1920 1440 7443 248 30.0 1.0 0.64
5487 d68d203b-c1bc-4252-8f58-e1e4d8683a41.mp4 46324245 258.9 1440 1080 7766 258 30.0 1.0 0.56
5488 487ca35f-25c6-4e5d-9ba9-d079bc4c162a.mp4 18481924 31.8 2560 1920 954 31 30.0 1.0 0.43
5489 5577fdcb-744c-4cbe-9de9-aba8fdfe8dd4.mp4 1414154404 1800.0 1920 1080 54000 1800 30.0 1.0 0.40
5490 7c1ca3eb-6730-4aad-958f-3fdda086820b.mp4 12627519 42.45 1440 1080 1273 42 30.0 1.0 0.56
5491 d98901fb-305a-4e96-a6a6-41fc02295648.mp4 227080929 631.91 1920 1440 18957 631 30.0 1.0 0.67
5492 ceea3a90-8339-4512-8ae2-0da5f1ee6bff.mp4 39466619 209.87 1440 1080 6296 209 30.0 1.0 0.96
5493 b562b3f1-6eb9-4e78-b9aa-094ade4fefca.mp4 244340485 658.57 1920 1080 19757 658 30.0 1.0 0.64
5494 26a839ae-01b4-458d-99a4-f5cf06a819d2.mp4 366655551 1133.21 1920 1080 33996 1133 30.0 1.0 0.66
5495 106e9447-8a09-4e89-964e-61c927827a56.mp4 978199538 1933.78 1920 1440 58013 1933 30.0 1.0 0.73
5496 64e11125-8205-4992-96c9-330e4a6a6ac0.mp4 136682230 612.5 1440 1080 18375 612 30.0 1.0 0.57
5497 52473323-1ba4-4c7f-8018-49bfc8d8c0f8.mp4 858795218 4213.93 1440 1080 126417 4213 30.0 1.0 0.77
5498 14267c85-665b-4dcc-94c8-90971f0faf73.mp4 2540380376 1501.0 1440 2880 45030 1501 30.0 1.0 0.48
5499 5fce50cf-ebc5-4c09-8704-20c48fe42c7e.mp4 809331760 1248.1 1920 1440 37443 1248 30.0 1.0 0.39
5500 756156fa-e3de-4b26-956b-7021c605af42.mp4 17126345 79.47 1440 1080 2384 79 30.0 1.0 0.58
5501 a055e4e8-cc07-47c1-a438-06f45c4f724c.mp4 676757213 3977.7 1440 1080 119331 3977 30.0 1.0 0.71
5502 251673a8-f5f2-4e49-a437-10b30c4f3d2f.mp4 2962443866 4047.83 1920 1080 121434 4047 30.0 1.0 0.39
5503 f938bcd9-bf30-4dfb-9a99-d6b9ee53c046.mp4 72604222 436.95 1920 1080 13108 436 30.0 1.0 0.57
5504 f5cfbdee-bad1-44c7-b97b-5269e5ae9764.mp4 414467699 657.58 1920 1440 19727 657 30.0 1.0 0.86
5505 44d3ef02-cfe2-48e1-bd86-91ea242d5bbc.mp4 501125551 3508.6 1088 1080 105258 3508 30.0 1.0 0.68
5506 6442d14c-c02a-4b90-bd52-8b3c187b851b.mp4 2148836918 2046.44 1440 1080 61393 2046 30.0 1.0 0.79
5507 6989df0e-b8da-48a4-bc69-b01f6f8aef1a.mp4 180648235 574.12 1920 1080 17223 574 30.0 1.0 0.64
5508 d3de44fb-a6e8-4815-b28f-798de4bfd7eb.mp4 783290294 2089.79 1440 1080 62693 2089 30.0 1.0 0.63
5509 cfd2f43a-8151-4b79-b824-876885b3cd4b.mp4 420994384 1194.63 1920 1080 35838 1194 30.0 1.0 0.34
5510 18874eac-424f-4ba9-99d2-2ded6051d388.mp4 221021770 290.53 2560 1920 8715 290 30.0 1.0 0.51
5511 248eac0e-cc2b-40c4-b888-06f3deaa04dd.mp4 1640874723 4232.29 1440 1080 126968 4232 30.0 1.0 0.80
5512 6adeba60-4e0a-4bd8-ba4e-db1052befe0b.mp4 4914737344 1455.9 2560 1920 43677 1455 30.0 1.0 0.56
5513 b7a895fb-336c-4cf6-bee9-e46c7f1b130b.mp4 292771762 607.93 2560 1920 18237 607 30.0 1.0 0.44
5514 521fdc77-c206-4e2e-9bc0-8c7c5e25beac.mp4 4090904707 1063.2 1920 1440 31896 1063 30.0 1.0 0.48
5515 cf90f24b-32de-452a-b154-03ca5e47099a.mp4 63513741 581.2 1440 1080 17436 581 30.0 1.0 0.55
5516 799cca28-da4a-463b-8ac6-f69a0b496c45.mp4 266314671 2609.71 1440 1080 78291 2609 30.0 1.0 0.67
5517 03e90bbc-7d6b-423c-84d9-b5be3eff11c5.mp4 710812670 1283.53 1920 1080 38505 1283 30.0 1.0 1.02
5518 3da16b7e-e982-465f-91c6-ecf587b92387.mp4 135774097 859.6 2560 1920 25788 859 30.0 1.0 0.42
5519 a6870874-121d-4220-b733-9bd79381978b.mp4 23522268 68.77 1920 1080 2063 68 30.0 1.0 0.72
5520 a3ec88dc-4a28-416d-80c9-124dadc5a94f.mp4 706826975 1800.0 1920 1080 54000 1800 30.0 1.0 0.39
5521 12305d5a-55d1-433a-8b60-2a2e85f1c85e.mp4 149578871 308.43 1920 1440 9252 308 30.0 1.0 0.35
5522 f00d5909-4828-4475-be3a-474b12c9eccf.mp4 134432084 1028.93 1440 1080 30867 1028 30.0 1.0 0.60
5523 3a61727f-4a64-4619-8f5a-13ba959ad40d.mp4 5849335365 1529.0 2560 1920 45870 1529 30.0 1.0 0.51
5524 ce3fdf13-b934-4a36-94f2-97554d1c7043.mp4 519280511 1134.83 1920 1080 34044 1134 30.0 1.0 0.33
5525 0d23c547-019c-4079-9f3f-531598270143.mp4 376265186 708.03 1920 1440 21240 708 30.0 1.0 0.72
5526 8065f481-79cd-443f-aaaa-318428d47253.mp4 29316021 86.89 1440 1080 2606 86 30.0 1.0 0.60
5527 35c6daaa-2134-4be7-a5cc-0c7aa57bf9c2.mp4 142979097 874.25 1440 1080 26227 874 30.0 1.0 0.62
5528 9e4f65ad-9270-4f02-89a6-8243cd3adf54.mp4 294301131 685.97 2560 1920 20579 685 30.0 1.0 0.45
5529 a89406e0-6cb0-443c-afa1-d241853d2a6c.mp4 3853555216 3037.7 1920 1440 91131 3037 30.0 1.0 0.45
5530 90f8d8f3-21af-4554-a56d-fecf36467855.mp4 49979405 88.4 1440 1080 2652 88 30.0 1.0 0.38
5531 7eea62e1-f505-42b9-8215-52f644fcfbb1.mp4 265974943 2116.14 1440 1080 63484 2116 30.0 1.0 0.66
5532 241db0c6-c1f7-4b02-84c1-e09581baa75c.mp4 42162168 86.44 1920 1440 2593 86 30.0 1.0 0.75
5533 666beb29-be82-4f5f-8556-644ed5af8d90.mp4 188576981 383.67 1920 1080 11510 383 30.0 1.0 0.36
5534 95bea92c-2fe2-437d-ad03-b7c91e35117e.mp4 1559471251 4153.4 1440 1080 124601 4153 30.0 1.0 0.71
5535 3f4d0ccb-1854-403a-9068-b94173b487c4.mp4 1936565121 466.37 2560 1920 13991 466 30.0 1.0 0.58
5536 88c6d7a8-a5b4-40fd-a274-4135ce5e33e5.mp4 553186989 708.01 1920 1440 21240 708 30.0 1.0 0.81
5537 ebeec69a-3506-4b0a-bd14-3cdc32aeba4a.mp4 708978457 1117.77 1920 1440 33533 1117 30.0 1.0 0.34
5538 6af2125c-9972-4d8c-817d-aaa7bc9678d7.mp4 334812377 2116.16 1440 1080 63484 2116 30.0 1.0 0.68
5539 fb863c6f-b3fe-4632-b217-a9f8d35fee38.mp4 168727915 788.2 1920 1440 23646 788 30.0 1.0 0.38
5540 f7936fbc-41e4-4232-8401-ee547668be39.mp4 404314706 1287.5 1920 1080 38625 1287 30.0 1.0 0.35
5541 1c726086-c51a-421b-bb62-d1125db4bfe5.mp4 6836637279 4043.66 1440 1080 121309 4043 30.0 1.0 0.74
5542 5c16c4b4-8065-410a-8160-8da3b2d0e57e.mp4 172733464 844.23 1440 1080 25326 844 30.0 1.0 0.31
5543 50aaad6f-baa6-4946-9149-b2729b463475.mp4 480082664 906.73 2560 1920 27201 906 30.0 1.0 0.45
5544 da8362db-a96b-4237-9d56-231d30c56a79.mp4 53893224 328.47 1440 1080 9854 328 30.0 1.0 0.52
5545 8597c381-6809-4008-b57e-78bb4bba7dc1.mp4 224919853 287.97 1920 1440 8639 287 30.0 1.0 0.43
5546 a9500974-73c7-4151-b6a5-a158901fbecb.mp4 48180152 336.37 1440 1080 10091 336 30.0 1.0 0.57
5547 466c9201-dba2-44e9-93c4-82788ac6282b.mp4 221302687 1252.71 1440 1080 37581 1252 30.0 1.0 1.07
5548 e89d7560-2985-4476-a02c-dfbd9d7b7af9.mp4 576124920 1501.0 2880 1080 45030 1501 30.0 1.0 0.78
5549 408cd48d-2156-4d5c-b8fd-8beccf301066.mp4 259146468 1770.13 1440 1080 53103 1770 30.0 1.0 0.61
5550 7486783b-6c94-411a-b01c-de8c206a9d80.mp4 332280115 527.25 1920 1440 15817 527 30.0 1.0 0.72
5551 866ef5e0-1989-440d-bbfb-d90c3b29024f.mp4 810776655 2043.42 1920 1440 61302 2043 30.0 1.0 0.73
5552 7f70ae0a-d097-4dda-9afa-318188dfce2d.mp4 348616412 708.03 1920 1440 21240 708 30.0 1.0 0.71
5553 e6d01674-2031-4073-8b5c-adef89cd96d1.mp4 277070414 553.5 2560 1920 16605 553 30.0 1.0 0.48
5554 7aa17dca-440f-4845-9831-24555a970de5.mp4 141564348 1718.17 1440 1080 51545 1718 30.0 1.0 0.30
5555 f4e5cf1a-929d-490a-aea5-9d56a4cacea5.mp4 486018800 1243.8 2560 1920 37314 1243 30.0 1.0 0.45
5556 ea49e17c-7405-4f0d-860f-6a16b3b83a28.mp4 3520848957 3671.77 2560 1920 110153 3671 30.0 1.0 0.50
5557 f876f3e0-b40e-44d2-9cc0-679eb24b7b2c.mp4 2692234449 1501.0 1440 2880 45030 1501 30.0 1.0 0.46
5558 83d22f55-f625-459a-8652-8f8b9a4b0dab.mp4 799483863 667.77 2560 1920 20033 667 30.0 1.0 0.50
5559 227ecabf-1e9c-4573-85f0-c7e89dfb29a3.mp4 17802282 54.55 1920 1440 1636 54 30.0 1.0 0.64
5560 8f5c6752-79fe-48fd-b122-0866f86aa7e1.mp4 316603444 2102.83 1440 1080 63084 2102 30.0 1.0 0.69
5561 a66d4691-5c62-4e1d-90c0-854d3ccb2421.mp4 41253766 226.43 1920 1080 6792 226 30.0 1.0 0.33
5562 599037f1-5825-4315-a75d-9a50d16959b5.mp4 30712927 241.27 1440 1080 7238 241 30.0 1.0 0.34
5563 484d4760-a55f-4f58-be67-e98d3920f1d3.mp4 1221166948 1823.0 1440 1080 54690 1823 30.0 1.0 0.68
5564 c82ce11b-e75a-41f9-92dd-277e767ca602.mp4 78317693 1127.76 1440 1080 33832 1127 30.0 1.0 0.58
5565 b42d2576-1410-4993-bc1d-acf45d9d49b3.mp4 744642195 2865.21 1440 1080 85956 2865 30.0 1.0 0.70
5566 f5449610-c326-452c-a769-04a7ffeacb7d.mp4 348632931 3623.5 1440 1080 108705 3623 30.0 1.0 0.68
5567 1db856a0-4f21-4c54-8ca5-93cb251109c3.mp4 468898019 1227.86 1920 1080 36835 1227 30.0 1.0 0.67
5568 d11302ba-2ece-418f-945f-54c9db7d2ee1.mp4 565305314 1394.2 1920 1080 41826 1394 30.0 1.0 0.64
5569 62d9a56e-920a-4343-9ce6-dac8ffa260ac.mp4 265462212 708.01 1920 1440 21240 708 30.0 1.0 0.70
5570 e4668d52-43a2-4c55-a16d-fd43592c3018.mp4 495425843 551.0 2880 1080 16530 551 30.0 1.0 0.72
5571 53443703-0ad4-44b9-9be6-041e01b26e4e.mp4 447643517 1898.7 1920 1440 56961 1898 30.0 1.0 0.71
5572 7376150d-53e2-43be-b97a-1c31723556ab.mp4 206801184 16972.010000000002 1440 1080 509160 16972 30.0 1.0 1.39
5573 4d463e00-bd19-40cb-a6b3-90292de4d406.mp4 2846413296 746.6 2560 1920 22398 746 30.0 1.0 0.58
5574 1680e3e9-d3fc-4903-94d8-aa8e74016d74.mp4 631720584 507.4 1440 1080 15222 507 30.0 1.0 0.32
5575 949dd155-f658-4cd4-89da-641628d6c620.mp4 20116547 70.3 1920 1440 2109 70 30.0 1.0 0.80
5576 a1028ff7-97d7-4924-b425-cfdf9b7a4ea2.mp4 395622738 1262.96 1920 1080 37888 1262 30.0 1.0 0.66
